"","x"
"9495",5
"9496",2
"9497",5
"9498",1
"9499",3
"9500",2
"9501",1
"9502",3
"9503",4
"9504",3
"9505",3
"9506",6
"9507",1
"9508",6
"9509",2
"9510",3
"9511",1
"9512",4
"9513",3
"9514",5
"9515",3
"9516",1
"9517",6
"9518",1
"9519",2
"9520",6
"9521",4
"9522",6
"9523",5
"9524",6
"9525",3
"9526",4
"9527",5
"9528",3
"9529",6
"9530",4
"9531",3
"9532",3
"9533",5
"9534",5
"9535",4
"9536",6
"9537",4
"9538",4
"9539",4
"9540",5
"9541",2
"9542",2
"9543",3
"9544",3
"9545",2
"9546",2
"9547",2
"9548",3
"9549",5
"9550",4
"9551",3
"9552",1
"9553",3
"9554",1
"9555",3
"9556",4
"9557",5
"9558",5
"9559",5
"9560",4
"9561",1
"9562",1
"9563",6
"9564",3
"9565",5
"9566",1
"9567",1
"9568",3
"9569",6
"9570",5
"9571",3
"9572",3
"9573",3
"9574",4
"9575",5
"9576",6
"9577",5
"9578",5
"9579",3
"9580",6
"9581",2
"9582",4
"9583",3
"9584",5
"9585",1
"9586",4
"9587",6
"9588",1
"9589",1
"9590",1
"9591",4
"9592",2
"9593",5
"9594",1
"9595",2
"9596",1
"9597",6
"9598",1
"9599",3
"9600",5
"9601",5
"9602",4
"9603",1
"9604",1
"9605",4
"9606",1
"9607",2
"9608",4
"9609",5
"9610",3
"9611",4
"9612",1
"9613",4
"9614",2
"9615",4
"9616",4
"9617",6
"9618",5
"9619",4
"9620",4
"9621",3
"9622",4
"9623",6
"9624",5
"9625",5
"9626",6
"9627",6
"9628",3
"9629",2
"9630",1
"9631",5
"9632",1
"9633",6
"9634",6
"9635",2
"9636",5
"9637",2
"9638",6
"9639",2
"9640",1
"9641",2
"9642",4
"9643",6
"9644",2
"9645",1
"9646",1
"9647",2
"9648",4
"9649",3
"9650",5
"9651",4
"9652",6
"9653",1
"9654",2
"9655",1
"9656",5
"9657",6
"9658",3
"9659",6
"9660",3
"9661",3
"9662",1
"9663",3
"9664",3
"9665",5
"9666",5
"9667",2
"9668",3
"9669",1
"9670",4
"9671",5
"9672",6
"9673",3
"9674",4
"9675",3
"9676",2
"9677",1
"9678",2
"9679",1
"9680",1
"9681",4
"9682",3
"9683",3
"9684",1
"9685",3
"9686",2
"9687",6
"9688",5
"9689",2
"9690",5
"9691",6
"9692",1
"9693",2
"9694",5
"9695",5
"9696",4
"9697",5
"9698",5
"9699",5
"9700",2
"9701",1
"9702",2
"9703",3
"9704",2
"9705",4
"9706",5
"9707",2
"9708",2
"9709",5
"9710",5
"9711",4
"9712",1
"9713",3
"9714",6
"9715",1
"9716",4
"9717",5
"9718",1
"9719",1
"9720",1
"9721",6
"9722",5
"9723",4
"9724",5
"9725",4
"9726",3
"9727",3
"9728",4
"9729",6
"9730",1
"9731",4
"9732",1
"9733",6
"9734",1
"9735",4
"9736",6
"9737",1
"9738",3
"9739",4
"9740",4
"9741",4
"9742",5
"9743",6
"9744",5
"9745",5
"9746",3
"9747",3
"9748",3
"9749",3
"9750",3
"9751",2
"9752",1
"9753",5
"9754",4
"9755",4
"9756",5
"9757",4
"9758",1
"9759",1
"9760",5
"9761",4
"9762",4
"9763",1
"9764",5
"9765",4
"9766",6
"9767",2
"9768",6
"9769",1
"9770",6
"9771",6
"9772",1
"9773",1
"9774",3
"9775",4
"9776",4
"9777",3
"9778",6
"9779",2
"9780",4
"9781",4
"9782",3
"9783",6
"9784",1
"9785",1
"9786",5
"9787",5
"9788",4
"9789",6
"9790",6
"9791",6
"9792",4
"9793",4
"9794",6
"9795",1
"9796",2
"9797",1
"9798",4
"9799",5
"9800",1
"9801",1
"9802",4
"9803",2
"9804",5
"9805",1
"9806",3
"9807",6
"9808",3
"9809",5
"9810",5
"9811",4
"9812",2
"9813",6
"9814",1
"9815",4
"9816",3
"9817",4
"9818",2
"9819",3
"9820",6
"9821",1
"9822",2
"9823",5
"9824",3
"9825",4
"9826",4
"9827",1
"9828",5
"9829",4
"9830",2
"9831",1
"9832",1
"9833",2
"9834",2
"9835",5
"9836",3
"9837",1
"9838",5
"9839",6
"9840",1
"9841",6
"9842",5
"9843",2
"9844",5
"9845",2
"9846",2
"9847",6
"9848",2
"9849",2
"9850",2
"9851",2
"9852",1
"9853",1
"9854",6
"9855",3
"9856",6
"9857",6
"9858",5
"9859",5
"9860",1
"9861",1
"9862",6
"9863",1
"9864",3
"9865",4
"9866",3
"9867",5
"9868",4
"9869",6
"9870",4
"9871",6
"9872",3
"9873",6
"9874",5
"9875",4
"9876",3
"9877",3
"9878",2
"9879",6
"9880",6
"9881",2
"9882",5
"9883",4
"9884",5
"9885",5
"9886",2
"9887",6
"9888",2
"9889",4
"9890",5
"9891",3
"9892",3
"9893",1
"9894",1
"9895",3
"9896",5
"9897",6
"9898",5
"9899",3
"9900",5
"9901",5
"9902",5
"9903",2
"9904",5
"9905",2
"9906",4
"9907",5
"9908",2
"9909",5
"9910",6
"9911",2
"9912",1
"9913",6
"9914",4
"9915",3
"9916",1
"9917",1
"9918",3
"9919",2
"9920",3
"9921",5
"9922",5
"9923",3
"9924",6
"9925",4
"9926",6
"9927",1
"9928",5
"9929",3
"9930",3
"9931",5
"9932",2
"9933",6
"9934",1
"9935",3
"9936",5
"9937",3
"9938",4
"9939",3
"9940",2
"9941",4
"9942",6
"9943",5
"9944",1
"9945",2
"9946",1
"9947",3
"9948",5
"9949",2
"9950",1
"9951",5
"9952",6
"9953",1
"9954",1
"9955",1
"9956",3
"9957",5
"9958",4
"9959",5
"9960",3
"9961",1
"9962",2
"9963",5
"9964",1
"9965",2
"9966",6
"9967",3
"9968",4
"9969",5
"9970",2
"9971",2
"9972",6
"9973",5
"9974",1
"9975",2
"9976",1
"9977",4
"9978",3
"9979",5
"9980",4
"9981",6
"9982",5
"9983",6
"9984",6
"9985",3
"9986",6
"9987",2
"9988",1
"9989",6
"9990",6
"9991",3
"9992",5
"9993",2
"9994",6
"9995",4
"9996",4
"9997",1
"9998",1
"9999",4
"10000",5
